text,classification
"Any yet you helped inform the public that Creepy Joe Biden has repeatedly over and over attempted to defund Social Security on behalf of his Wall Street Zionist Bankers. Are you attempting to spew now that was ok by Creepy Joe, not ok by Trump?",1
"Anything Russia spends isn't even 1/1000 of what Israel spends on bribes, I mean, lobbying AND advertising AND astroturfing. And we say,",0
Apparently 30%+/- 😱!! That's 3 out of every 10 people you see...,0
"apparently thinks that Adolf Hitler, who committed genocide against Jews, Gypsies, Slavs, LGBTQ, the disabled, &amp; so on, is someone he would happily vote for over the scumbag who actually hasn't done that.",0
"Arabs were massacring Jews in Safed, Tiberius, Jaffa, J’salem &amp; Hebron in 1920s &amp; b4, so what’s the excuse then? It’s all verifiable. It’s not about land or construction, just the total DESTRUCTION of Jews &amp; Israel.  Btw why did Arabs invade themselves 🤔",0
"Are all tax people Jewish? He was a tax collector. I’m talking a Hasdic Jew or at least a person with a yarmulke. If you saw this pic and thought Jewish, that’s something deeper.",1
are appearing on Veterans Today (placed by @Outbrain) next to an article claiming without evidence that Israel was behind the explosion in Beirut.  It's a moral outrage that this kind of content is being monetised. @Bloomberg must take action.,0
Are today’s Jews the descendants of ancient Israelites?,0
"Are women? because Emma is the one consistently making Nazi references. Certainly feminist rhetoric about men is similar to Nazi rhetoric about Jews though, how do you think a portion of Mein Kampf got published in a feminist journal during the grievance studies hoax?",0
Are you saying that a person who earns more than half of his income and spends his capital to support the rest can be a Zionist ???? #ProudOfHarry #CongratulationsHarry,0
are zionists hideous now?,1
Artist #JamesTissot’s illustrations of the Hebrew Bible are among the most beloved and sought-after images in the #JewishMuseumCollection. Discover the story of how Tissot’s original suite of 368 artworks arrived at the Jewish Museum:,0
"As a Hebrew/Jew, Feinstein seems to be represented in this passage.",1
"As a Polish Jew, I know the Hebrew language has no vowels.",0
As a reminder he thinks Jews aren’t humans,0
"As always, those in power con people into blaming their ills those less fortunate than themselves: immigrants, refugees,  single mothers, the unemployed, the disabled, gays - and further back - Jews and 'witches'.  Look up.",1
"As American Jews, we only call the great USA our home &amp; country.  We will be voting to upkeep America's fundamental values of freedom, equality &amp; unity.   Its the prosperity and health of our compatriots that will make our voting choice. Not Israeli interests.   #November3rd",0
"As far as I know, Apartheid Israel is the only State on Earth that is ultra-racist and Apartheid. And Apartheid Israel is not an American State. Endless Wars for the Zionists leading Apartheid Israel on their neighbors cost US taxpayers ten's of $Trillions in domestic funding",1
"As it is Wednesday, I see no reason not to post a picture of King Zog of Albania",0
"As someone from California, don't trust biden for fuck all  She'll arrest you for weed and then your parents for your crime  Just cause she's a female doesn't excuse her for being a dirty zionist authoritarian pig",1
"as the greatest president ever of America, the greatest country ever.  #MAGA #KAG",0
"As we begin a new Jewish year, we begin a new cycle of Torah study.  Join us weekly on Tuesdays at 1:00pm for a 40 minute class on the weekly Torah portion.  Interesting, thought provoking and modern day lessons.  Starts today.  DM for zoom link.",0
Asher’s Saba David nicknamed him AsherRico. Asher means blessed/rich in Hebrew. Rico means rich in Spanish. David was born in Barcelona at a time when Jews were not given citizenship. David was a wonderful grandpa and he passed in June. Puppy Rico honors David’s love for Asher.,0
"Ashurbanipal Library revealed the tablets that told story of Great Flood and story of creation, which showed the falsification of Jews in the news of the Torah more than one place, due to dispute that arose between its texts and the texts of Torah  Suhail Qasha",1
Atheists when they wake up in the after life but it’s hell and Lucifer not Planet zog and Carl Sagan,0
"Attention mortals and peasants, I tell you one Zionist Secret I know: The Zionist of Obsession Spying and Stalking Someone featuring Google.",1
"August 11th in year 1945, Poles in Kraków engage in a pogrom against Jews in the city, killing one and wounding five. #history #datefacts",0
back in june there was a huge gap between the number of deaths in pa controlled areas &amp; those directly under zionist occupation,1
back yard/ arrière-cour/ Hinterhof/ patio trasero -  Improve your Hebrew with sabreTV (,0
"Balfour is most well known for the Balfour Declaration, offering Palestine as a homeland for Jews. I always suspected it was motivated by anti-Semitism.",0
"Barth, Israel, and Jesus by Mark Lindsay, 82-83",1
"Basically she's just reffering to Jewish people.... Well I would have to disagree your disgusting agenda and lies. If your a zionist and especially if you have Jewish heritage, let's show this moron shes wrong...",0
BBC One and Magic Light Pictures announced the animated adaptation of Julia Donaldson and Axel Scheffler’s children’s book Zog And The Flying Doctors for Christmas 2020:,0
"Be careful Ben, he's already taken my black away, it was terrible.  He might be able to also take your Jew away too.",0
Be like Zog.,0
Beautiful woman. Not this are zionist woman. They have weapons everywhere.,1
Because i don’t mind taking on refugees. In the same way I would have wanted German Jews here. Would you have accepted German Jews or is it different ?,0
"Because the Golan heights was part of the British mandate - therefore Jews purchased lands over there, which were confiscated just to give this land to the French (which geographically doesn't make since to be in different country)",0
Been that way over 3 yrs now...,0
Before and after what a super Zog 🤩🤩,0
being a zionist and having a face like that must be a struggle,1
"Ben Grimm has been transformed into the Hebrew slave whose spirit inhabited his body. (Just go with it.…) And now, after four thousand years, that murdered slave will have his revenge against…I’m not exactly sure. Someone? Maybe the next issue will explain it. #marvel #thing",1
"Bernard Lewis . The creator of of ""clash of civilization"", ""The shock and awe "" , the Zionist preacher of neoconservatives and his role in Iraq invasion /destruction. I guess Deep hell is not enough for him right now. ",0
"Big esoteric tip of the day; you can buy organic vegetables straight from farmers, they call em “farmers markets”. Pretty underground stuff, but it’s real I swear. Totally helps you avoid T-lowering zog chemicals. This tips on the house 👍🏻 subscribe 2 patreon for more",1
Book Review... Amelia’s review on Zog 🐲,0
Borough Park had 4 COVID deaths last month. And infection rates more than quadrupled there in the last four weeks (Simchas Torah effect not yet evident). And the population is not complying. What would you do if this was a Muslim population?,0
bought us a brand new one! What a lovely surprise! Your kindness has made our day. Thank you! 💛☺️💙,0
BREAKING: Mount Rushmore destroyed by ZOG,0
Brian Harvey isn't under house arrest. That's a load of ⬇️,0
British people: we stopped the Germans and saved the Jews fleeing the holocaust   Also British people when they see refugees:,0
BS. Jesus was Jewish. Christianity came along 100s of years later. Jews didn't kill Jesus Learn history before you spew lies. #NosafespaceforJewhate #antisemitism,0
"btw this is what glo bal warming looks like, not a big deal just maoutains doing shit",0
Bulgarian Jews: Dubbing people “Sorosoids” both by Karakachanov and anyone else equals sheer Antisemitism  #Shalom #krassimirkarakachanov #antisemitism #bulgaria #GeorgeSoros,0
"bullying is ok for him and only him, he’s a pro-life, homophobic, islamophobic, zionist. kol should’ve stayed d word",1
"Business is business as The Doctor heads for the stage.  It's a fun romp (with songs🎶) through time and space with Daleks, Cybermen and Margaret Thatcher. Wish I could have seen it live.   Crystal played by Claire Huckle joins the TARDIS....and Zog does as well #BigFinish",0
But isn't he like a Zionist,1
Can y'all just take a minute to appreciate my mum's eBay listing for the film 'Zog' aka 300 😂😂😂 I cried real tears LMAO  #closebutnotquite #ebayfail #innocentmistake  #Zog,0
Can you create a dragon dance for Zog?? Use the template to write a list of dance moves. 🐉🤩,0
Can you make a forest princess or knight? #zog #whiterosehub #crosscurricular #getoutside #wcpsoutdoorlearning #forestschool #getcreative #makinglinks 🌸🌿🌱,0
Can't believe that zionist is on every reply cursing at  people while she out there looking like this,1
"Can't stress enough how disgusting this is to see from the ""left""  I guess this is a fraction of what Jews experience when they see Holocaust denial ",0
Can’t explain how much I love this album,0
Can’t wait for the new Torah Books to come out this fall!!,0
Candace so much respect for you - you are being very naive however You need to research the ZOG,0
Cassidy has done her zog addition using tens frames but I had to encourage her because she kept saying it was easy and working answers out in her head. We used them from counting on from 10 and counting in 2’s,0
Cassidy has spent a long time colouring her zog picture. She asked me for a picture so she could use the same colours,0
Cassidy has written a few sentences about zog and done a mini phonics assessment for me,0
cassidy’s book review of zog- fair to say she likes the story 😍,0
cassidy’s subtraction number sentences for zog. She insisted on making her own tens frames. She made the last 2 up herself,0
Catch &amp; Release..Linda Sarsour The Teflon Jew Hater,0
Charles De Gaulle Set a Bad Example by Packing up and Leaving  Algeria.,0
Check out today's maths. Can you help Zog and think of 10 rules for him to follow at Dragon school??  🐉🌟🔢,0
Chris Witty the son of an Israeli ambassador. Every path to destroy sovereign nations have Zionists fingerprints all over them. They hide like cowards and blame others but their at the helm. USS Liberty.,1
"Christian Koch, an astronaut took this photo less than 1 year ago.",0
"Christians pray to Jesus = Avoid Hell. Muslims pray to Jesus = Go to Hell.  Jews pray to Jesus = Waste of time. Most likely, geography determined the God you believe in. Well that makes sense! 🤪",1
Christopher Langan is notable for having the highest recorded IQ score in the world (200).  He was banned from Facebook after he made this post:,0
Colin is a god That’s the tweet  #DoctorWho,0
"Collection item of the week: evocation of Jews in Hungary by Orit Hofshi, woodcut on handmade paper, gift of Martin Peretz",1
"Coming-of-age stories. An unforgettable romance. Torah restoration. The one-and-only Stuart Eizenstat! These are some of the shorts you can check out in our JEWISH INT'L SHORTS PROGRAM!  Streaming Wednesday, November 18 at 5 PM EST (48 hours). #GPJFF40",0
Copied your tweet so I could tweet it out because the retweet function was disabled on your twitter feed.,1
"Creepy Joe and now Trump. Ironically to some, both men appear to be owned by the same Zionist Puppet Masters. Biden to the Zionist Wall Street Bankers pockets like nickels and dimes in a Godfather Movie and Trump to the Zionists leading Apartheid Israel over alleged compromise",1
Creepy Joe unabashedly works for the 1% and is publically a Zionist as well. Likely carries a Israeli Passport after signing a Zionist first loyalty pledge from at some #AIPAC lobby rally earlier in his long Senate Warmongering career. Creepy Joe has attacked SS over 7 times.,1
